,Text
648,Hey Covid #covidgotme 😩 https://t.co/bAnTnEQCKu https://t.co/mFtrscwl5V
649,"@JoshAnd20147162 @enzolytics Being a nurse from a family largely in healthcare, literally all of my physician friends &amp; family are all vax’ed &amp; all vax’ed their kids. Due to their extensive studies of medicine, and mine as a nurse, I trust the mechanism in which the vax works. I’ve seen what CoVid can do 1/2"
650,@JoshAnd20147162 @enzolytics Because I saw my 66 yo mom never walk again after CoVid. She got it B4 vaccines were available &amp; this independent woman never walked again &amp; died from complications of immobility. My 49 yo non-vax’ed neighbor died &amp; many more patients I’ve seen. So I took the side of caution.
651,Fingers crossed this Covid test is negative and it’s just a boring old cold 🤞🏻
652,"@JeremyBBenson @trademarktrader @Humbl4Payments 3 months to a year.
Most likely a year due to how backed up they are from all of the CoVid disruptions"
653,"Sore throat, sinus pain and foggy head but Covid negative. Must be a case of Jagsfanitis. https://t.co/UdYuMMSNgm"
654,@DrBravologist @cristinaisloca @AmandaG43107331 @kellydleventhal Piece of fabric exactly and does nothing to prevent Covid.
655,@Geemoney158 hurry up and get over covid so we can bump sisqo lmao
656,when you have covid and all you want is a bath but you can’t because of your brand new tattoo. love life !
657,"Could this virus be the rapture? I mean the states with the most deaths are the most Christian...
#covid #Armageddon #rapture"
658,"@drgauravchandra @jameshicks 
I’m sure you gentlemen saw this already but sharing for the community.
#CoVid $ENZC

https://t.co/60uBwQITHh"
659,"@QuoteNone @HUMBLPay It was very challenging as I didn’t even know what “sourcing” was when I started! Had to search the world for materials &amp; manufacturers. Also have 3 design patents on it…. still traumatized CoVid caused a slow down when I had awesome momentum. 
ce la vie!"
660,"@QuoteNone @HUMBLPay Thanks❤️Sold $150K in 45 seconds on The View then &amp; again on GMA. 
CoVid hit &amp; couldnt import so had to pull back on marketing. Website alone was doing $40K/month with just this one item in 7 color options. Now my manufacturer is back up &amp; running, so I’ve got to ramp it up again"
661,"Me on #QVC 
Then #CoVid supply chain issues &amp; put $ in $HMBL to wait it out
I was supposed to be
“a regular”🥰
When the market turns &amp; I can commit to $100K inventory each show I’ll go back on. I’ll put them on @HUMBLPay marketplace soon 
#travel #running 
https://t.co/ATGU32bHgQ"
662,@mamaswakeup @akheriaty He didn’t medically treat a single one of those patients for COVID. He was an ethics board member.
663,"@MoneyAndPoliti2 And how this #UkraineCrisis is affecting the markets! What happens if an invasion happens? Will that also empower #China with #Taiwan ???
My poor $HMBL launching in the middle of a geopolitical crisis ON TOP OF #CoVid 
God help us"
664,"""U.S. judge blocks Biden federal employee COVID vaccine mandate"" here: https://t.co/MRd167PeYD 
To read it on the web, tap here: https://t.co/C53jEz1sNP"
665,"@NDrules43 Yeah it would 
Maybe I should just buy a #COVID cake for myself quarantine and drink a shit ton of @MillerLite alone 
#happybirthday to me"
666,"@nickossello I’m the last one who hasn’t gotten #COVID 
Fellow coaches spouses friends players my 84 yr old Mom all tested positive 
With my luck I’ll get Covid on my birthday on Sunday 
#positivefriday"
667,Eight actions for student wellness amid continued COVID uncertainty @UC_CAPS https://t.co/OWPF9En413
668,New COVID Guidance for Colleges Is Stricter Than CDC’s https://t.co/utNuRNcU7X
669,"@kerrionandon @douglastague5 I believe inflation would have happened under either party - CoVid- leasing to supply chain issues, lack of workforce and the vulnerable not being able to work &amp; needing some support to stay home= recipe for disaster. 
Now- who has the best plans to lead us to recovery?"
670,@LucasMurphy4848 Thank God! Everything comes to a standstill when our babies r sick-literally nothing else matters. Im so happy he is improving. Keep him hydrated &amp; continue to check his oxygenation a few times a day as with CoVid many times people feel better then suddenly the oxygen goes down🙏🏼
671,@shylajdotcom Get well soon. My neice has covid.
672,"From 11/2020…. but I’m sure they’ve been working on this despite us not having any updates on it…. CoVid did cause delays in global partnerships but did not stop them!
$HMBL will blow our minds in 2022!

https://t.co/aD3E3pL6Y7"
673,Thank u ladies for allowing me to speak. I have no agenda. My goal is 2bring exposure 2this amazing company as I believe their proprietary mAbs can save lives &amp;can save people from depression by finally making virtually every #CoVid case curable whc will lead us back to normalcy!
674,"@monicaonairtalk @lewistlc -1 of a series of interviews. Here the CEO (IP Attorney)&amp; COO (@drgauravchandra).
I want u to know 10/21 I lost my 66 yo mother due to long term c/o #CoVid
Had it 8/20 &amp; never walked again-this led to her death. Very personal 2me
https://t.co/5J56bbvK00"
675,"Question: If you’re not going on a trip, or your job doesn’t require you to take a COVID test, then why are you waiting in long lines getting a test to tell you to quarantine for 5 days? Just asking 💜 https://t.co/hSif49naOV"
676,Wanting to sleep all the time… is it the covid? Or is it the depression from having to sit around at home all day because of covid? I cannot decipher it😂😂
677,@MollyJongFast I really doubt White Claw cures COVID
678,Kid bounced back in a few days. He kicked COVID’s ass https://t.co/nDo9lp7oqQ
679,When I recover from COVID I’m heading straight to Chick-Fil-A to celebrate.
680,The fact that I was exposed to so many people with covid at work and am now having to use PTO or take unpaid leave for contracting covid is ridiculous. FFCRA paid sick leave for #covid should never have expired during a pandemic. It’s depressing.
681,@AaliyahLove69 I'm part of the percentage where I've never come in contact or gottin covid.
682,"@DezBryant I’d rather speak of $HMBL aka @HUMBLPay - creating the most user friendly way for the masses to be part of the #blockchain revolution, rather than #CoVid
Do you know #HUMBL ?
You will."
683,You will pay for your actions @ COVID
684,Not trying to jinx myself or whatever but at this point I’d rather get Covid and get it out of the way because it’s seems inevitable
685,"@sarahbeth345 @MJ72804966 Since it is obvious that Covid is seasonal, they should change the school calendar. Make December, January and February the off months and go to school in the summer."
686,"#DeathSantis
I guess @GovRonDeSantis is scared to address real floridians. Especially when  COVID-19 is the subject. @IndisputableTYT
@TYT
#DeathSantis
#benfrazier
#Covid_19
#DeSantisFailedFlorida
https://t.co/jCajPNnrhA"
687,"Covid was like “I’m back bitches, 2022 is my year”

About 100+ cars here at this test center at 0732 it’s not even opened yet. https://t.co/YqarvcGwUK"
688,"New Year more Covid tests. 
Spotted these at home tests at CVS in Sawgrass Village in PVB if anyone needs one. They’re limiting 4 per person. An employee told me they got a shipment in this morning and the limit is helping keep them in stock. @wjxt4 
https://t.co/quKqyqhxo7 https://t.co/8SQtoQWP8S"
689,If the past 2 years with Covid has taught us anything it’s that America is way behind other nations in taking care of her people. We are failing daily and Congress is doing nothing but play games. Peoples lives and livelihoods are at stake. We are falling behind other countries! https://t.co/13Y0fuyg46
690,"@drchethansathya @drgauravchandra - let’s help these kids B4 long term #CoVid damage wrecks their futures!
Dr Chet- look into @enzolytics (labs at Texas A&amp;M/INTEL Collab/SamsungBiologics). This amazing biotech is about to help the world out of this. (Fauci knows the founder-patent dispute)
$ENZC"
691,"#mattamyhomes #rivertown should consider relocating their burn piles. In the midst of #covid attributed to breathing problems, our neighborhood should not be snowing ash because they don’t want to burden a larger relocating bill. @ActionNewsJax @StJohnsCounty @CityofJax #904 https://t.co/9swy7f5cRD"
692,"First sunset of 2022…home after a crazy day! 

Be safe and healthy.  New Covid surge is being a pain for travelers. @ St. Johns County, Florida https://t.co/m7u29iPVua"
693,@tonyposnanski @marcorubio Go take a cruise enjoy the Covid conga and write your resignation letter in your down time!
694,@psychicmediumje I live in Florida and we are suffering! Vote him out! #Desantis has been MIA since early December on vacation while #Covid records are set daily 😷#VoteThemAllOut2022 🙏😮‍💨
695,"Nobody should have to endure that especially not someone who is trying to help. My heart goes out to all medical care workers. I was recently in the hospital with a non Covid event and every single nurse, tech and student nurse was amazing, kind and cheerful. It’s humbling! https://t.co/sJsRXw3v00"
696,Just say he has Covid and sit him until next year https://t.co/KplAlaNbEN
697,"@Jaguars I just tested positive for Covid, now #FireBaalke"
698,Everybody got Covid? New Year celebration in the living room huh smh
699,@plute please and thank you! Could really use that...still swimming in bills because of covid! Praying it is me today. https://t.co/7aVGLSBUKL
700,I put it at about a 60% chance at least one CFP team falls to COVID over the course of the playoff.
701,ACC not losing bowl games by catching COVID https://t.co/NIRyQ4HPlE
702,"If one must have COVID, I recommend having a hot tub and doing it during a slow work week! @ Julington Lakes https://t.co/qJ21ZfQ1uT"
703,"@Yvinn6 Amen to that. Merry Christmas to you &amp; your family as well 🥰🥰🥰
Praying for a wonderful new year for all of us and being able to leave CoVid in the dust!"
704,"If you want to know who dated sorority girls in college, just ask them to pronounce the most recent COVID variant."
705,"White House: Not gonna take your vaccines/boosters, huh? Well, we will just buy up all the pharmaceutical meds that help you recover even faster from Covid. https://t.co/ERfFoUuHnA"
706,"lol let’s try that again… Covid Don’t mess up our NBA games 

*Don’t get ready for work and tweet* 😂"
707,Covid please song mess up out nba xmas games
708,"@jeff94044099 Yup… remember we literally have to almost subtract two years of time from progress .. most projects, collabs &amp; transitions were slowed down or halted from 3/2020 - sometime in 2021 due to CoVid.
Time is now forever warped by the pandemic."
709,"@Amy_Siskind Maybe, you should tune into to business news and learn that the market sell off is about potential Covid shutdowns, inflation and a dovish Fed. Manchin saved investors from increased taxes, more debt and even higher inflation."
710,"@Regeneron &amp; @AstraZeneca mAbs: 0% effectiveness for #Omicron
J&amp;J: 0%
Pfizer/Moderna: 33%
PLEASE consider getting vax’ed as it does reduce death.
Taking my double vax’ed son to get tested as hes sick. Im mentally done w #CoVid but this LAB enhanced virus isn’t done  with us $ENZC"
711,"At this point it seems like it would be faster to tell us who is not in the leagues COVID-19 health and safety protocols 

BTW - This works for a few leagues"
712,@GreatDismal I did that in November and it kicked my butt. This month I got the COVID booster. That shingles vax kinda smarts a bit.
713,@Whitey_10st @Vinnyy1020 @AdamSchefter I do believe myself that it’s scary that a small percentage of the population is catching Covid at a very alarming rate. Since this is so public… is that not alarming to you?
